Maggie,5,9,24,2020-06-15
Maggie,6,10,28,2020-06-15
Maggie,7,10,28,2020-06-15
Maggie,8,10,40,2020-06-15
Maggie,9,10,22,2020-06-15
Maggie,10,10,16,2020-06-15
Maggie,11,10,12,2020-06-15
Maggie,12,8,33,2020-06-15
Poo Face@s.sfusd.edu,12,10,135,2020-06-15
Poo Face@s.sfusd.edu,1,10,22,2020-06-15
Poo Face@s.sfusd.edu,11,10,27,2020-06-15
Poo Face@s.sfusd.edu,10,10,27,2020-06-15
Poo Face@s.sfusd.edu,9,10,44,2020-06-15
Poo Face@s.sfusd.edu,8,10,65,2020-06-15
Poo Face@s.sfusd.edu,7,10,95,2020-06-15
Poo Face@s.sfusd.edu,6,10,31,2020-06-15
Poo Face@s.sfusd.edu,5,10,41,2020-06-15
Poo Face@s.sfusd.edu,4,9,55,2020-06-15
Poo Face@s.sfusd.edu,3,10,83,2020-06-15
Poo Face@s.sfusd.edu,2,10,28,2020-06-15
Poo Face@s.sfusd.edu,1,10,18,2020-06-15
Maggie,1,10,9,2020-06-16
Maggie,1,10,10,2020-06-16
Maggie,2,10,17,2020-06-16
Maggie,3,3,13,2020-06-16
Maggie,3,3,15,2020-06-16
Maggie,3,9,21,2020-06-16
Maggie,4,9,41,2020-06-16
Maggie,5,10,28,2020-06-16
Maggie,6,0,2,2020-06-16
Maggie,6,10,25,2020-06-16
Maggie,7,10,23,2020-06-16
Maggie,8,8,20,2020-06-16
Maggie,9,10,28,2020-06-16
Maggie,10,10,14,2020-06-16
Maggie,11,9,14,2020-06-16
Maggie,12,8,24,2020-06-16
Poo Face@s.sfusd.edu,12,10,66,2020-06-16
Poo Face@s.sfusd.edu,11,9,27,2020-06-16
Poo Face@s.sfusd.edu,10,10,21,2020-06-16
Poo Face@s.sfusd.edu,9,9,52,2020-06-16
Poo Face@s.sfusd.edu,8,10,37,2020-06-16
Poo Face@s.sfusd.edu,7,8,47,2020-06-16
Poo Face@s.sfusd.edu,6,10,49,2020-06-16
Poo Face@s.sfusd.edu,5,9,39,2020-06-16
Poo Face@s.sfusd.edu,4,9,60,2020-06-16
Poo Face@s.sfusd.edu,3,10,79,2020-06-16
Poo Face@s.sfusd.edu,2,10,29,2020-06-16
Poo Face@s.sfusd.edu,1,10,16,2020-06-16
Maggie,1,10,10,2020-06-17
Maggie,2,10,15,2020-06-17
Maggie,3,10,30,2020-06-17
Maggie,4,10,27,2020-06-17
Maggie,5,10,31,2020-06-17
Maggie,6,10,24,2020-06-17
Maggie,7,10,24,2020-06-17
Maggie,8,9,32,2020-06-17
Maggie,9,9,28,2020-06-17
Maggie,10,10,15,2020-06-17
Maggie,11,10,19,2020-06-17
Maggie,12,8,23,2020-06-17
Poo Face@s.sfusd.edu,12,10,60,2020-06-17
Poo Face@s.sfusd.edu,10,10,20,2020-06-17
Poo Face@s.sfusd.edu,11,9,22,2020-06-17
Poo Face@s.sfusd.edu,9,9,46,2020-06-17
Poo Face@s.sfusd.edu,8,10,45,2020-06-17
Poo Face@s.sfusd.edu,7,10,32,2020-06-17
Poo Face@s.sfusd.edu,6,10,95,2020-06-17
Poo Face@s.sfusd.edu,5,10,40,2020-06-17
Poo Face@s.sfusd.edu,4,9,75,2020-06-17
Poo Face@s.sfusd.edu,3,8,44,2020-06-17
Poo Face@s.sfusd.edu,2,10,25,2020-06-17
Poo Face@s.sfusd.edu,1,10,14,2020-06-17
Maggie,1,10,9,2020-06-18
Maggie,2,10,13,2020-06-18
Maggie,3,10,16,2020-06-18
Maggie,4,10,23,2020-06-18
Maggie,5,10,23,2020-06-18
Maggie,6,10,24,2020-06-18
Maggie,7,10,30,2020-06-18
Maggie,8,8,38,2020-06-18
Maggie,9,9,33,2020-06-18
Maggie,10,8,15,2020-06-18
Maggie,11,10,15,2020-06-18
Maggie,12,9,48,2020-06-18
Poo Face@s.sfusd.edu,12,10,55,2020-06-18
Poo Face@s.sfusd.edu,11,10,24,2020-06-18
Poo Face@s.sfusd.edu,10,10,28,2020-06-18
Poo Face@s.sfusd.edu,9,9,46,2020-06-18
Poo Face@s.sfusd.edu,8,10,32,2020-06-18
Poo Face@s.sfusd.edu,7,10,64,2020-06-18
Poo Face@s.sfusd.edu,6,10,44,2020-06-18
Poo Face@s.sfusd.edu,5,10,38,2020-06-18
Poo Face@s.sfusd.edu,4,10,51,2020-06-18
Poo Face@s.sfusd.edu,3,10,111,2020-06-18
Poo Face@s.sfusd.edu,2,10,48,2020-06-18
Poo Face@s.sfusd.edu,1,10,14,2020-06-18
Maggie,1,10,11,2020-06-19
Maggie,2,10,18,2020-06-19
Maggie,3,10,35,2020-06-19
Maggie,4,10,27,2020-06-19
Maggie,5,9,27,2020-06-19
Maggie,6,10,33,2020-06-19
Maggie,7,1,5,2020-06-19
Maggie,7,9,52,2020-06-19
Maggie,8,10,31,2020-06-19
Maggie,9,10,42,2020-06-19
Maggie,10,10,19,2020-06-19
Maggie,11,8,23,2020-06-19
Maggie,12,9,28,2020-06-19
Poo Face@s.sfusd.edu,12,8,39,2020-06-19
Poo Face@s.sfusd.edu,11,9,29,2020-06-19
Poo Face@s.sfusd.edu,10,10,24,2020-06-19
Poo Face@s.sfusd.edu,9,10,52,2020-06-19
Poo Face@s.sfusd.edu,8,10,76,2020-06-19
Poo Face@s.sfusd.edu,7,10,56,2020-06-19
Poo Face@s.sfusd.edu,6,10,115,2020-06-19
Poo Face@s.sfusd.edu,5,10,29,2020-06-19
Poo Face@s.sfusd.edu,4,5,111,2020-06-19
Poo Face@s.sfusd.edu,3,10,34,2020-06-19
Poo Face@s.sfusd.edu,2,10,27,2020-06-19
Poo Face@s.sfusd.edu,1,9,14,2020-06-19
Maggie,1,10,8,2020-06-20
Maggie,2,10,13,2020-06-20
Maggie,3,10,21,2020-06-20
Maggie,4,10,18,2020-06-20
Maggie,5,10,28,2020-06-20
Maggie,6,10,31,2020-06-20
Maggie,7,9,44,2020-06-20
Maggie,8,10,55,2020-06-20
Maggie,10,10,15,2020-06-20
Maggie,11,10,13,2020-06-20
Maggie,12,9,38,2020-06-20
Poo Face@s.sfusd.edu,12,10,36,2020-06-22
Poo Face@s.sfusd.edu,11,10,32,2020-06-22
Poo Face@s.sfusd.edu,10,10,23,2020-06-22
Poo Face@s.sfusd.edu,9,10,41,2020-06-22
Poo Face@s.sfusd.edu,8,10,37,2020-06-22
Poo Face@s.sfusd.edu,7,10,76,2020-06-22
Poo Face@s.sfusd.edu,6,10,48,2020-06-22
Poo Face@s.sfusd.edu,5,10,35,2020-06-22
Poo Face@s.sfusd.edu,4,10,59,2020-06-22
Poo Face@s.sfusd.edu,3,10,88,2020-06-22
Poo Face@s.sfusd.edu,2,10,31,2020-06-22
Poo Face@s.sfusd.edu,1,10,13,2020-06-22
Maggie,1,9,10,2020-06-22
Maggie,2,3,7,2020-06-22
Maggie,1,10,11,2020-06-22
Maggie,2,10,18,2020-06-22
Maggie,3,10,18,2020-06-22
Maggie,4,10,24,2020-06-22
Maggie,5,10,27,2020-06-22
Maggie,6,10,25,2020-06-22
Maggie,7,10,35,2020-06-22
Maggie,8,9,43,2020-06-22
Maggie,9,10,31,2020-06-22
Maggie,10,10,15,2020-06-22
Maggie,11,10,16,2020-06-22
Maggie,12,10,34,2020-06-22
Poo Face@s.sfusd.edu,12,10,59,2020-06-23
Poo Face@s.sfusd.edu,11,10,28,2020-06-23
Poo Face@s.sfusd.edu,10,10,27,2020-06-23
Poo Face@s.sfusd.edu,9,10,60,2020-06-23
Poo Face@s.sfusd.edu,8,10,71,2020-06-23
Poo Face@s.sfusd.edu,7,10,58,2020-06-23
Poo Face@s.sfusd.edu,6,10,45,2020-06-23
Poo Face@s.sfusd.edu,5,10,36,2020-06-23
Poo Face@s.sfusd.edu,4,10,39,2020-06-23
Poo Face@s.sfusd.edu,3,10,33,2020-06-23
Poo Face@s.sfusd.edu,2,10,24,2020-06-23
Poo Face@s.sfusd.edu,1,9,13,2020-06-23
Maggie,1,10,9,2020-06-23
Maggie,2,3,6,2020-06-23
Maggie,2,10,17,2020-06-23
Maggie,3,10,23,2020-06-23
Maggie,4,10,19,2020-06-23
Maggie,5,10,28,2020-06-23
Maggie,6,10,23,2020-06-23
Maggie,7,10,55,2020-06-23
Maggie,8,10,41,2020-06-23
Maggie,9,10,37,2020-06-23
Maggie,10,10,18,2020-06-23
Maggie,11,10,12,2020-06-23
Maggie,12,9,45,2020-06-23
Poo Face@s.sfusd.edu,12,10,59,2020-06-24
Poo Face@s.sfusd.edu,11,10,22,2020-06-24
Poo Face@s.sfusd.edu,10,10,38,2020-06-24
Poo Face@s.sfusd.edu,9,10,61,2020-06-24
Poo Face@s.sfusd.edu,8,10,83,2020-06-24
Poo Face@s.sfusd.edu,7,10,112,2020-06-24
Poo Face@s.sfusd.edu,6,10,99,2020-06-24
Poo Face@s.sfusd.edu,6,10,46,2020-06-24
Poo Face@s.sfusd.edu,5,9,55,2020-06-24
Poo Face@s.sfusd.edu,4,10,65,2020-06-24
Poo Face@s.sfusd.edu,3,9,79,2020-06-24
Poo Face@s.sfusd.edu,2,10,43,2020-06-24
Poo Face@s.sfusd.edu,1,10,12,2020-06-24
Maggie,1,10,9,2020-06-24
Maggie,2,10,13,2020-06-24
Maggie,3,10,22,2020-06-24
Maggie,4,10,28,2020-06-24
Maggie,5,10,23,2020-06-24
Maggie,6,10,33,2020-06-24
Maggie,7,10,43,2020-06-24
Maggie,8,10,37,2020-06-24
Maggie,9,10,36,2020-06-24
Maggie,10,9,15,2020-06-24
Maggie,11,9,20,2020-06-24
Maggie,12,10,32,2020-06-24
Poo Face@s.sfusd.edu,12,9,55,2020-06-25
Poo Face@s.sfusd.edu,11,10,25,2020-06-25
Poo Face@s.sfusd.edu,10,10,23,2020-06-25
Poo Face@s.sfusd.edu,9,10,49,2020-06-25
Poo Face@s.sfusd.edu,8,10,82,2020-06-25
Poo Face@s.sfusd.edu,12,10,37,2020-06-25
Poo Face@s.sfusd.edu,11,10,21,2020-06-25
Poo Face@s.sfusd.edu,10,10,22,2020-06-25
Poo Face@s.sfusd.edu,9,10,29,2020-06-25
Poo Face@s.sfusd.edu,8,10,65,2020-06-25
Poo Face@s.sfusd.edu,7,9,44,2020-06-25
Poo Face@s.sfusd.edu,6,10,62,2020-06-25
Poo Face@s.sfusd.edu,5,9,66,2020-06-25
Poo Face@s.sfusd.edu,4,10,55,2020-06-25
Poo Face@s.sfusd.edu,3,9,54,2020-06-25
Poo Face@s.sfusd.edu,2,10,58,2020-06-25
Poo Face@s.sfusd.edu,1,9,13,2020-06-25
Maggie,1,10,9,2020-06-25
Maggie,2,1,5,2020-06-25
Maggie,2,10,14,2020-06-25
Maggie,3,10,17,2020-06-25
Maggie,4,10,22,2020-06-25
Maggie,5,8,16,2020-06-25
Maggie,5,8,23,2020-06-25
Maggie,6,10,35,2020-06-25
Maggie,7,10,18,2020-06-25
Maggie,8,10,15,2020-06-25
Maggie,9,9,19,2020-06-25
Maggie,10,10,14,2020-06-25
Maggie,11,10,13,2020-06-25
Maggie,12,9,28,2020-06-25
Poo Face@s.sfusd.edu,12,9,91,2020-06-26
Poo Face@s.sfusd.edu,11,10,35,2020-06-26
Poo Face@s.sfusd.edu,10,10,32,2020-06-26
Poo Face@s.sfusd.edu,9,9,73,2020-06-26
Poo Face@s.sfusd.edu,8,9,66,2020-06-26
Poo Face@s.sfusd.edu,7,10,74,2020-06-26
Poo Face@s.sfusd.edu,6,10,76,2020-06-26
Poo Face@s.sfusd.edu,5,10,53,2020-06-26
Poo Face@s.sfusd.edu,4,10,69,2020-06-26
Poo Face@s.sfusd.edu,3,10,42,2020-06-26
Poo Face@s.sfusd.edu,2,10,32,2020-06-26
Poo Face@s.sfusd.edu,1,10,22,2020-06-26
Maggie,1,10,10,2020-06-26
Maggie,2,10,13,2020-06-26
Maggie,3,9,15,2020-06-26
Maggie,4,10,27,2020-06-26
Maggie,5,10,21,2020-06-26
Maggie,6,9,27,2020-06-26
Maggie,7,10,25,2020-06-26
Maggie,8,10,32,2020-06-26
Maggie,9,10,20,2020-06-26
Maggie,10,10,14,2020-06-26
Maggie,11,10,16,2020-06-26
Maggie,12,10,28,2020-06-26
Maggie,1,10,10,2020-06-27
Maggie,2,10,12,2020-06-27
Maggie,3,1,3,2020-06-27
Maggie,3,10,24,2020-06-27
Maggie,4,0,3,2020-06-27
Maggie,4,10,40,2020-06-27
Maggie,5,10,32,2020-06-27
Maggie,6,10,26,2020-06-27
Maggie,7,10,29,2020-06-27
Maggie,8,8,61,2020-06-27
Maggie,9,10,27,2020-06-27
Maggie,10,10,15,2020-06-27
Maggie,11,10,20,2020-06-27
Maggie,12,10,18,2020-06-27
Poo Face@s.sfusd.edu,12,10,60,2020-06-29
Poo Face@s.sfusd.edu,11,10,23,2020-06-29
Poo Face@s.sfusd.edu,10,10,22,2020-06-29
Poo Face@s.sfusd.edu,9,10,62,2020-06-29
Poo Face@s.sfusd.edu,8,10,66,2020-06-29
Poo Face@s.sfusd.edu,7,9,77,2020-06-29
Poo Face@s.sfusd.edu,6,10,38,2020-06-29
Poo Face@s.sfusd.edu,5,10,42,2020-06-29
Poo Face@s.sfusd.edu,4,8,116,2020-06-29
Poo Face@s.sfusd.edu,3,6,85,2020-06-29
Poo Face@s.sfusd.edu,2,10,45,2020-06-29
Poo Face@s.sfusd.edu,1,10,23,2020-06-29
Maggie,1,10,9,2020-06-29
Maggie,2,10,10,2020-06-29
Maggie,3,10,17,2020-06-29
Maggie,4,10,40,2020-06-29
Maggie,5,10,85,2020-06-29
Maggie,6,9,40,2020-06-29
Maggie,7,9,69,2020-06-29
Maggie,8,10,31,2020-06-29
Maggie,9,8,26,2020-06-29
Maggie,10,9,16,2020-06-29
Maggie,11,10,14,2020-06-29
Maggie,12,10,29,2020-06-29
Poo Face@s.sfusd.edu,12,10,36,2020-06-30
Poo Face@s.sfusd.edu,11,10,29,2020-06-30
Poo Face@s.sfusd.edu,10,10,30,2020-06-30
Poo Face@s.sfusd.edu,9,10,51,2020-06-30
Poo Face@s.sfusd.edu,8,10,118,2020-06-30
Poo Face@s.sfusd.edu,7,8,94,2020-06-30
Poo Face@s.sfusd.edu,6,10,66,2020-06-30
Poo Face@s.sfusd.edu,5,9,29,2020-06-30
Poo Face@s.sfusd.edu,4,9,40,2020-06-30
Poo Face@s.sfusd.edu,3,10,32,2020-06-30
Poo Face@s.sfusd.edu,2,10,26,2020-06-30
Poo Face@s.sfusd.edu,1,10,13,2020-06-30
Maggie,1,5,9,2020-06-30
Maggie,1,3,6,2020-06-30
Maggie,1,10,11,2020-06-30
Maggie,2,10,18,2020-06-30
Maggie,3,7,41,2020-06-30
Maggie,4,10,24,2020-06-30
Maggie,5,10,17,2020-06-30
Maggie,6,10,37,2020-06-30
Maggie,7,10,22,2020-06-30
Maggie,8,10,23,2020-06-30
Maggie,9,10,43,2020-06-30
Maggie,10,10,14,2020-06-30
Maggie,11,10,13,2020-06-30
Maggie,12,10,23,2020-06-30
Maggie,1,3,6,2020-07-01
Maggie,1,10,11,2020-07-01
Maggie,2,10,22,2020-07-01
Maggie,3,8,24,2020-07-01
Maggie,4,8,34,2020-07-01
Maggie,5,9,20,2020-07-01
Maggie,6,0,5,2020-07-01
Maggie,7,10,20,2020-07-01
Maggie,8,2,4,2020-07-01
Maggie,9,0,2,2020-07-01
Maggie,10,10,16,2020-07-01
Maggie,12,0,4,2020-07-01
Poo Face@s.sfusd.edu,12,10,54,2020-07-01
Poo Face@s.sfusd.edu,12,10,50,2020-07-01
Poo Face@s.sfusd.edu,11,10,54,2020-07-01
Poo Face@s.sfusd.edu,10,10,39,2020-07-01
Poo Face@s.sfusd.edu,9,10,87,2020-07-01
Poo Face@s.sfusd.edu,8,10,29,2020-07-01
Poo Face@s.sfusd.edu,7,9,66,2020-07-01
Poo Face@s.sfusd.edu,6,10,51,2020-07-01
Poo Face@s.sfusd.edu,5,10,38,2020-07-01
Poo Face@s.sfusd.edu,4,9,72,2020-07-01
Poo Face@s.sfusd.edu,3,10,68,2020-07-01
Poo Face@s.sfusd.edu,2,10,54,2020-07-01
Poo Face@s.sfusd.edu,1,10,15,2020-07-01
Maggie,1,10,10,2020-07-02
Maggie,2,10,15,2020-07-02
Maggie,3,2,18,2020-07-02
Maggie,4,0,1,2020-07-02
Maggie,5,5,19,2020-07-02
Maggie,6,0,1,2020-07-02
Maggie,7,0,1,2020-07-02
Maggie,8,0,1,2020-07-02
Maggie,9,0,1,2020-07-02
Maggie,10,10,15,2020-07-02
Maggie,11,7,14,2020-07-02
Maggie,12,0,1,2020-07-02
Poo Face@s.sfusd.edu,12,10,36,2020-07-02
Poo Face@s.sfusd.edu,11,10,25,2020-07-02
Poo Face@s.sfusd.edu,10,9,37,2020-07-02
Poo Face@s.sfusd.edu,9,10,38,2020-07-02
Poo Face@s.sfusd.edu,8,10,34,2020-07-02
Poo Face@s.sfusd.edu,7,10,37,2020-07-02
Poo Face@s.sfusd.edu,6,10,46,2020-07-02
Poo Face@s.sfusd.edu,5,9,37,2020-07-02
Poo Face@s.sfusd.edu,4,10,42,2020-07-02
Poo Face@s.sfusd.edu,3,10,96,2020-07-02
Poo Face@s.sfusd.edu,2,10,18,2020-07-02
Poo Face@s.sfusd.edu,1,9,13,2020-07-02
Poo Face@s.sfusd.edu,12,10,59,2020-07-03
Poo Face@s.sfusd.edu,11,10,27,2020-07-03
Poo Face@s.sfusd.edu,10,10,50,2020-07-03
Poo Face@s.sfusd.edu,9,9,64,2020-07-03
Poo Face@s.sfusd.edu,8,10,30,2020-07-03
Poo Face@s.sfusd.edu,7,10,105,2020-07-03
Poo Face@s.sfusd.edu,6,10,70,2020-07-03
Poo Face@s.sfusd.edu,5,10,29,2020-07-03
Poo Face@s.sfusd.edu,4,8,61,2020-07-03
Poo Face@s.sfusd.edu,3,10,51,2020-07-03
Poo Face@s.sfusd.edu,2,10,84,2020-07-03
Poo Face@s.sfusd.edu,1,10,16,2020-07-03
Poo Face@s.sfusd.edu,100,8,33,2020-07-03
Maggie,1,0,2,2020-07-03
Maggie,2,0,1,2020-07-03
Maggie,3,0,1,2020-07-03
Maggie,4,0,1,2020-07-03
Maggie,5,0,1,2020-07-03
Maggie,6,0,1,2020-07-03
Maggie,7,0,1,2020-07-03
Maggie,8,0,1,2020-07-03
Maggie,9,0,1,2020-07-03
Maggie,10,0,1,2020-07-03
Maggie,11,0,1,2020-07-03
Maggie,12,9,34,2020-07-03
Poo Face@s.sfusd.edu,12,10,48,2020-07-06
Poo Face@s.sfusd.edu,11,10,24,2020-07-06
Poo Face@s.sfusd.edu,10,10,21,2020-07-06
Poo Face@s.sfusd.edu,9,10,32,2020-07-06
Poo Face@s.sfusd.edu,8,10,50,2020-07-06
Poo Face@s.sfusd.edu,7,10,52,2020-07-06
Poo Face@s.sfusd.edu,6,10,69,2020-07-06
Poo Face@s.sfusd.edu,5,10,58,2020-07-06
Poo Face@s.sfusd.edu,4,10,41,2020-07-06
Poo Face@s.sfusd.edu,3,9,35,2020-07-06
Poo Face@s.sfusd.edu,2,9,32,2020-07-06
Poo Face@s.sfusd.edu,1,10,14,2020-07-06
Maggie,1,9,9,2020-07-06
Maggie,2,10,15,2020-07-06
Maggie,3,10,48,2020-07-06
Maggie,4,10,39,2020-07-06
Maggie,5,10,21,2020-07-06
Maggie,6,0,1,2020-07-06
Maggie,7,0,1,2020-07-06
Maggie,8,0,1,2020-07-06
Maggie,9,0,1,2020-07-06
Maggie,10,0,1,2020-07-06
Maggie,11,0,1,2020-07-06
Maggie,12,0,1,2020-07-06
Poo Face@s.sfusd.edu,12,10,39,2020-07-07
Poo Face@s.sfusd.edu,11,10,27,2020-07-07
Poo Face@s.sfusd.edu,10,10,49,2020-07-07
Poo Face@s.sfusd.edu,9,10,39,2020-07-07
Poo Face@s.sfusd.edu,8,10,123,2020-07-07
Poo Face@s.sfusd.edu,7,10,58,2020-07-07
Poo Face@s.sfusd.edu,6,10,107,2020-07-07
Poo Face@s.sfusd.edu,5,10,54,2020-07-07
Poo Face@s.sfusd.edu,4,10,31,2020-07-07
Poo Face@s.sfusd.edu,3,10,41,2020-07-07
Poo Face@s.sfusd.edu,2,10,23,2020-07-07
Poo Face@s.sfusd.edu,1,10,13,2020-07-07
Maggie,1,10,9,2020-07-07
Maggie,2,5,12,2020-07-07
Maggie,3,3,7,2020-07-07
Maggie,4,10,19,2020-07-07
Maggie,5,7,41,2020-07-07
Maggie,6,0,1,2020-07-07
Maggie,7,0,1,2020-07-07
Maggie,8,0,1,2020-07-07
Maggie,9,0,1,2020-07-07
Maggie,10,4,6,2020-07-07
Maggie,11,0,1,2020-07-07
Maggie,12,0,1,2020-07-07
Poo Face@s.sfusd.edu,12,10,54,2020-07-08
Poo Face@s.sfusd.edu,11,10,22,2020-07-08
Poo Face@s.sfusd.edu,10,10,23,2020-07-08
Poo Face@s.sfusd.edu,9,10,32,2020-07-08
Poo Face@s.sfusd.edu,8,10,56,2020-07-08
Poo Face@s.sfusd.edu,7,10,36,2020-07-08
Poo Face@s.sfusd.edu,6,10,26,2020-07-08
Poo Face@s.sfusd.edu,5,10,40,2020-07-08
Poo Face@s.sfusd.edu,4,7,54,2020-07-08
Poo Face@s.sfusd.edu,3,10,20,2020-07-08
Poo Face@s.sfusd.edu,2,10,24,2020-07-08
Poo Face@s.sfusd.edu,1,10,20,2020-07-08
Maggie,1,10,12,2020-07-08
Maggie,2,10,13,2020-07-08
Maggie,3,6,9,2020-07-08
Maggie,4,10,69,2020-07-08
Maggie,5,10,51,2020-07-08
Maggie,66,0,4,2020-07-08
Maggie,6,10,41,2020-07-08
Maggie,7,9,42,2020-07-08
Maggie,8,10,22,2020-07-08
Maggie,9,10,93,2020-07-08
Maggie,10,10,14,2020-07-08
Maggie,11,10,15,2020-07-08
Maggie,12,10,58,2020-07-08
